area,modalidade,artigo,titulo,autores,orientadores,resumo,bibliografia
Pesquisa,Oral,1717,O EFEITO DO AVESSO: PORMENORES EM O AVESSO DA PELE,,DANIELLE DOS SANTOS CORPAS,"O trabalho apresenta os resultados finais de pesquisa iniciada em 2023, cujos resultados parciais já foram apresentados em comunicações
anteriores. Serão expostas as conclusões a respeito do estudo de O avesso da pele (2020), de Jeferson Tenório, que consistiu em uma proposta de leitura
crítica do romance, com foco em sua estrutura narrativa, partindo dos conceitos de pormenores e enchimentos de Barthes e Moretti. O objetivo consistiu
complementar os tópicos críticos que prevalecem nos debates sobre este e outros romances do autor, em que o foco está mais no ideário antirracista do
que na composição singular das narrativas. A pesquisa concentrou−se na personagem Martha, mãe do narrador−personagem, que é apresentada como
distante e coadjuvante no enredo, diferentemente de Henrique, o pai heroicizado desde a primeira página até sua trágica morte ao fim da história. A
hipótese de leitura desenvolvida partiu da seguinte pergunta, que opera um deslocamento das noções teóricas mencionadas acima: seria Martha uma
espécie de pormenor na estrutura da narrativa, os capítulos dedicados a ela funcionariam como enchimentos em relação à linha narrativa principal do
texto (aquela que acompanha a trajetória de Henrique)? Por meio de análise de trechos de O avesso da pele e da comparação entre seus personagens e
outros personagens que também parecem funcionar como pormenores em outro romance do autor, De onde eles vêm (2024), seu título mais recente,
procura−se compreender esse aspecto da estética de Jeferson Tenório e refletir sobre o sentido do modo como ele opera a galeria de personagens em
relação à dimensão temática dos romances.","MORETTI, Franco. O Século Sério. In: O Burguês: entre a história e a literatura/ Franco Moretti tradução Alexandre Morales − 1. ed. São
Paulo; Três Estrelas, 2014. TENÓRIO, Jeferson. O Avesso da Pele. São Paulo: Companhia das Letras, 2020. TENÓRIO, Jeferson. De onde eles vêm. São
Paulo: Companhia das Letras, 2024."
Pesquisa,Oral,1718,"A MANIFESTAÇÃO SONORA DE NEGRO LEO: ANÁLISE DA CANÇÃO ""ACTION LEKKING A""",,CARLOS PIRES,"Este trabalho tem como objetivo analisar a canção “Action Lekking A”, primeira faixa do disco homônimo lançado pelo artista Negro Leo em
2017. Fruto de uma vivência marcada por grandes fraturas sociais e tendo presenciado importantes mudanças no cenário político do Brasil na virada do
século XXI, Negro Leo absorve os fragmentos sociais e os apresenta em forma de resistência. Em um texto intitulado “O brasyl não viu o óbvio”, o artista
aponta duas coordenadas centrais do disco: “a prosperidade econômica em retrospectiva e a revolta popular em perspectiva” (Oliveira, 2021, p.91). Para
analisar essas duas dimensões, Negro Leo propõe uma nova tipologia, o Lek . A tipologia representa uma geração de jovens negros periféricos que, desde
o final da década de 1990 vem experienciando a fragmentação do cenário político−cultural do Brasil. Lek é o beneficiário da ascensão social
proporcionada por uma mitigação da desigualdade, resultado da luta popular e de políticas públicas implementadas nos anos iniciais do século XXI,
durante os mandatos presidenciais do Partido dos Trabalhadores (PT), como as cotas, o maior acesso ao crédito e ao consumo. Dessa forma, observa−se
no disco a identificação de uma relação entre a tipologia do Lek e os processos políticos e sociais aos quais ele se insere no contexto urbano.
Pretende−se, portanto, compreender a tipologia do Lek , tendo o Action como estratégia de sobrevivência dentro de um sistema desigual que
constantemente investe contra sua existência. Como afirma o artista: ""Toda resistência do Lek , é Action Lekking ” (Oliveira, 2021, p.91). A canção
escolhida para esta investigação ilustra o caráter político que permeia todo o disco. Apesar da nomenclatura “canção”, o artista se distancia da
estabilidade estrutural e sonora tradicionalmente associada à canção brasileira. Em sua música, Negro Leo explora estratégias de livre composição,
improvisa, descentraliza a voz e faz surgir o transe através da performance. Como resultado, percebe−se que a relação entre harmonia e melodia nunca
se dá por reiteração. Na canção Action Lekking A , por exemplo, o que opera é um deslocamento da harmonia em relação à melodia, gerando uma
síncope que engatilha o movimento do corpo e projeta uma sensação de irregularidade (Oliveira, 2021, p.82). Diante disso, para além dos objetivos
citados anteriormente, este trabalho buscará identificar os elementos estéticos utilizados, com o intuito de compreender os aspectos musicais da canção
de Negro Leo.","OLIVEIRA, Bernardo. Deixa Queimar. 1. ed. Rio de Janeiro: Numa Editora, 2021. HERSCHMANN, Micael. O Funk e o Hip−Hop Invadem a
Cena. 2. ed. Rio de Janeiro: Editora UFRJ, 2005. HALL, Stuart. Que ""negro"" é este na cultura negra? In.: Da Diáspora: Identidades e mediações
culturais.Org. Liv Sovik; trad."
Pesquisa,Oral,1719,"CONFEITARIAS E URBANIZAÇÃO NOS SUBÚRBIOS FERROVIÁRIOS DO RIO DE JANEIRO: INTERAÇÕES ENTRE ECONOMIA, CULTURA E",,JULIANA SILVA PAVAN,"Este trabalho foi desenvolvido no projeto de pesquisa “(RE)CONHECER E INVENTARIAR O PATRIMÔNIO CULTURAL DO SUBÚRBIO CARIOCA”, e
tem como objetivo principal o levantamento e a produção de um inventário dos bens históricos e culturais dos bairros do subúrbio do Rio de Janeiro. A
intenção é não apenas selecionar e catalogar edificações históricas que são significativas para seus bairros e moradores, visando uma futura proteção
legal, mas também realizar o mapeamento de áreas dotadas de potencial interesse para permanência da memória social e preservação do patrimônio
cultural no bairro do Méier, bairro tradicional selecionado para esta fase da Pesquisa em andamento. Por muito tempo os bairros do subúrbio carioca não
eram compreendidos como lugares que detinham patrimônios de considerável valor cultural ou arquitetônico, deixando estes lugares à mercê da
especulação imobiliária que, quando não os demole, os descaracterizam e degradam. Neste trabalho, iremos analisar a expansão das confeitarias nos
bairros do subúrbio ferroviário carioca. No início da ocupação da região suburbana, poucas eram as práticas de lazer disponíveis nesta região da cidade
do Rio de Janeiro, com os passeios de trens figurando como o tipo mais comum de lazer disponível. Com o deslocamento de parte da elite para os
subúrbios, a região tornou−se um solo fértil para a implementação de diversas redes de entretenimento, comuns aos bairros Centrais, dentre elas as
confeitarias. Elas eram anunciadas como um tipo de melhoramento que modernizaria e alavancaria o desenvolvimento dos polos econômicos suburbanos,
majoritariamente compostos por pequenos comércios locais. Ao traçar um panorama de funcionamento deste grande circuito de lazer e divertimento,
além das contribuições para a evolução urbana ao longo das estradas de ferro do Rio de Janeiro, daremos destaque em três estabelecimentos: A
Confeitaria Estrada de Ferro, fundada em 1878 na Central do Brasil, a grandiosa Confeitaria Japão, fundada no Méier em 1910, e a Confeitaria Mercúrio,
fundada em Bangu em 1911. A metodologia aplicada neste trabalho se faz através da coleta de artigos da Hemeroteca Digital Brasileira e correlacionando
os mesmos com as fontes bibliográficas das quais este projeto de pesquisa se encontra embasado, e com a bibliografia de outros campos de
conhecimento, a fim de compreender a totalidade do valor patrimonial dos objetos de análise para além do arquitetônico e urbanístico, tornando−se
possível compreender o perfil de lazer de um carioca suburbano do início do século XX. A perspectiva futura para esta pesquisa é contrapor estes
estabelecimentos com outros serviços distribuídos em larga escala nos processos de ocupação dos subúrbios ferroviários, como os cinemas, a fim de
mensurar sua potencial relevância como um equipamento cultural, entendendo seu papel cultural, social e econômico nestas comunidades.","ABREU, Maurício de A. Evolução Urbana do Rio de Janeiro. Rio de Janeiro: IPP, 2006. KARLS, Thaina Schwan. ""COMIDA, BEBIDA E DIVERSÃO:
UMA ANÁLISE COMPARADA DO PERFIL DE RESTAURANTES E CONFEITARIAS NO RIO DE JANEIRO DO SÉCULO XIX (1854−1890)”. Rio de Janeiro, 2017.
VEBLEN, Thorstein B. A Teoria da Classe Ociosa: Um Estudo Econômico das Instituições. São Paulo: Abril Cultural, 1983."
Pesquisa,Oral,1720,DESIGN E A MERCANTILIZAÇÃO DE NECESSIDADES: CRÍTICA À NOÇÃO DE NECESSIDADE NO CAMPO DO DESIGN,,FABIANA OLIVEIRA HEINRICH,"O campo do Design é frequentemente associado como algo capaz de solucionar necessidades humanas, sendo, inclusive, vendido a partir dessa
ideia. Frequentemente, é possível encontrar casos de projetos de design que se colocam como a resolução de determinados problemas muitas vezes
específicos e individuais – mas vendidos para todos. Entretanto, o direcionamento da produção do Design não costuma vir do designer e sim das
corporações que contratam o serviço prestado por estes. Com base nisso, a presente pesquisa de mestrado busca, através do método da crítica social,
investigar como a práxis no campo do Design é condicionada pela criação de necessidades a partir do modo de produção capitalista. Para isso, é realizada
uma revisão de literatura sobre o campo do Design e o conceito de necessidade, bem como uma revisão bibliográfica sistemática de produções acerca
desta temática. Como resultados, espera−se entender a forma como a noção de necessidade é vista hoje pelo Campo do Design a partir de seu
desenvolvimento histórico, estabelecendo um panorama geral acerca do tema e incitando um pensamento mais crítico e autônomo em relação às suas
práticas por parte dos profissionais envolvidos.","ABBAGNANO, Nicola. Dicionário de Filosofia. 5. ed. São Paulo: Martins Fontes, 2007. HARVEY, David. Para entender O capital. São Paulo:
Boitempo, 2013. MATIAS, Iraldo. Projeto e revolução: do fetichismo à gestão, uma crítica à teoria do design. Florianópolis: Editoria Em Debate/UFSC, 2014."
Pesquisa,Oral,1729,"RELAÇÕES HOMOAFETIVAS NO TEXTO E NAS ILUSTRAÇÕES DE O ATENEU, DE RAUL POMPEIA",,GILBERTO ARAúJO DE VASCONCELOS JúNIOR,"O escritor e artista gráfico Raul Pompéia criou 43 desenhos para seu romance O Ateneu (1888), inseridos apenas na segunda edição da obra,
lançada em 1905, dez anos após su a morte. A adição das imagens, promovendo a interação entre as linguagens verbal e visual mobilizadas pelo mesmo
criador, acrescenta camadas de sentido ao romance, peculiaridade a que esta pesquisa se dedica. A narrativa em primeira pessoa é elaborada por Sérgio
e cobre o período de dois anos em que foi aluno do internato homônimo ao livro. Na esteira da educação oitocentista, o Ateneu é uma instituição
repressiva que, por meio da vigilância e da norma disciplinar autoritária, apregoa o desenvolvimento da virilidade dos matriculados. Inserido nesse
contexto e em posição de fragilidade, Sérgio estabelece relações com colegas mais velhos, destacando−se as travadas com Sanches e Bento Alves, e
posteriormente com um menino mais novo, Egbert, nas quais se evidenciam a submissão, a necessidade de proteção e a homoafetividade clandestina.
Para vivê−las, os meninos buscam driblar a coerção escolar em encontros fortuitos e na troca de olhares escusos, práticas evidenciadas na matéria
textual do livro e também nas ilustrações. Esta pesquisa propõe um recorte temático centrado no elo entre Sérgio e os colegas e em suas relações de
caráter homoafetivo, partindo principalmente do estudo das ilustrações (desenhos 9, 21 e 31) e dos capítulos (o terceiro, o sexto e o nono) em que eles
aparecem. Pretendemos compreender de que maneira a aproximação entre o narrador protagonista e os rapazes endossa e/ou rasura o modelo
educacional virilizante. Associado ao objetivo anterior, está no escopo desta apresentação analisar e comparar cada uma das relações, considerando as
diferentes perspectivas de organização das cenas em que as três se desenrolam tanto no romance, contando com o apoio teórico em Alfredo Bosi (2003)
e César Braga−Pinto (2018), quanto nos desenhos, a partir dos estudos de Fabrício Vaz Nunes (2023).","BOSI, Alfredo. O Ateneu: opacidade e destruição. In: ______. Céu, inferno: ensaios de crítica literária e ideológica. São Paulo: Editora 34,
2003. BRAGA−PINTO, César. “Raul Pompeia”. In: ______. A violência das letras: amizade e inimizade na literatura brasileira (1888−1940). Rio de Janeiro:
Eduerj, 2018, pp. 83−177. NUNES, Fabrício Vaz. Texto e imagem. São Paulo: Edusp, 2023."
Extensão,Oficina Não Avaliada (atividade extra),1735,O artigo científico: como e por que produzir?,,JULIANA MARINS,"É notável que nos últimos anos, o modelo de produção acadêmica baseado na lógica neoliberal tem privilegiado certos modelos textuais em
detrimento de outros. A pressão por uma produção acadêmica robusta em termos quantitativos (MOTTA−ROTH; HENDGES 2010) tem permitido pouco
espaço para a reflexão mais detida que trabalhos mais longos demanda, o que gera a necessidade de adequação dos pesquisadores a formatos de mais
fácil acesso por parte de uma público leitor que, da mesma forma, não dispõe de tempo para leituras mais longas. Diante desse cenário, o artigo científico
se consolidou como o gênero mais produtivo na esfera acadêmica. Assim, esta oficina vai discutir as demandas por produtividade no meio acadêmico e
como isso afeta a qualidade a atividade de pesquisa e o processo de escrita, refletindo sobre o que se espera dos pesquisadores e o que de fato devemos
− ou podemos − produzir, frente às pressões de um sistema que privilegia a quantidade em detrimento da qualidade. Para isso, tomamos como base as
ideias de Cruz (2024), sobretudo no que se refere às afetações psicológicas sofridas pelos acadêmicos e as concepções de do sujeito escritor protopítico.
Além disso, vamos abordar empiricamente, através de análise de corpus, as principais propriedades desse gênero, buscando observar coletivamente a
estrutura do artigo de revisão bibliográfica e do artigo original empírico, com foco neste último. Discutiremos suas funções e suas características formais
mais consensuais e as estratégias para promover, nos termos de Vieira e Faraco (2019) consciência textual, e autonomia em relação à própria produção
escrita, observando como outros letramentos efetivamente podem contribuir para o letramento acadêmico (STREET 2014).","CRUZ, Robson. O mal−estar da escrita. São Paulo: Parábola, 2024. MOTTA−ROTH, Desiree; HENDGES, Graciela. Produção textual na
universidade. São Paulo: Parábola editorial, 2010. VIEIRA, Francisco Eduardo; FARACO, Carlos Alberto. Escrever na Universidade: Fundamentos. São Paulo:
Parábola Editorial, 2019."
Pesquisa,Oral,1737,ANTIDISCIPLINA: CRÍTICA À RAZÃO DISCIPLINAR NOS ECOS DO ENCARCERAMENTO (1964−1979),,FELIPE SCOVINO GOMES LIMA,"Propõe−se uma crítica à razão disciplinar moderna a partir da formulação conceitual de antidisciplina (através da perspectiva de ex−ocupante
do autor), entendida aqui como forma de pensamento político e prática estética que tensiona os alicerces ontoepistemológicos do poder. Da filosofia
crítica à história, analisamos como os dispositivos de disciplinamento − notadamente intensificados durante a ditadura empresarial−militar brasileira −
conformaram corpos e subjetividades por meio de tecnologias de encarceramento simbólico e físico: prisões, hospícios, asilos, escolas, galerias, acervos e
arquivos. A continuidade da colonialidade se deu também por meio das políticas de ""desocupação""/""desapropriação"" modernos que situaram pessoas
pobres, negras e indígenas em um ""não−lugar"". Neste caso adoto a ocupação enquanto não somente da disputa por espaços, mas também conceito na
disputa de tendências e estratégias de retomada contra o poder disciplinar que captura, categoriza e apaga subjetividades. Contra essas formas de
captura, urge a "" antidisciplinariedade "" como linha de fuga (DELEUZE; GUATARRi, 1995), prática de criação e desobediência política. Até aqui
compreendemos que a disciplina é mais do que um aparato de alienação técnica (RAMOS, 1981): é o fundamento de uma separabilidade que opera
racialmente, coloniza a experiência e impõe ao pensamento a transparência da razão (SILVA, 2022). De um lado temos um artista preso por uma questão
de posicionamento político; de outro, três artistas presos por questões interseccionais de posicionalidade sociorracial que os enquadrou como ""loucos"" e
""marginais"". Nos ecos do encarceramento ( 1964−1979 ), nos voltamos à aqueles que, embora silenciados pelo regime, teceram mundos nas limites da
inteligibilidade racional: confrontando produções como de Carlos Zílio em "" Dias após Dias "" e Manuel Messias em "" Gólgota "" como testemunho da
maneira que através dos tempos a estrutura disciplinar se vale da penitência para legitimar a intrusão política no corpo e subjetividade, como é possível
notar nesses e em outros casos, como foi com Stela do Patrocínio e Bispo do Rosário. As obras aqui referenciadas não representam − elas pensam. São
imagens−conceito (SILVA, 2022): pensamentos que vibram nos interstícios da razão e de seu projeto de aquartelamento (FOUCAULT, 1975) do pensar e
agir de grupos dissidentes. Processos de organização da vida sintetizam desigualdades: há uma equação de valor dos corpos (SILVA, 2022) nesta lógica. A
"" luz−negra "" (SILVA, 2022), neste contexto, é instrumento crítico e sensível que evidencia as presenças apagas, o transitório, as imagens insubmissas e
os sentidos que a racionalidade é incapaz de codificar em seu aparelhamento do ""real"" − um realismo capitalista (FISHER, 2009). O senso ideal de
normalidade na disciplina é a construção de um ideal de ""real"" de dominação, aqui busco entender os liminares presentes em produções gestadas a partir
da fronteira de muitos vazios deixados e criados.","FOUCAULT, Michel. Vigiar e punir: nascimento da prisão. Tradução de Raquel Ramalhete. Petrópolis: Vozes, 1975. RAMOS, Alberto
Guerreiro. A nova ciência das organizações: uma reconceituação da riqueza das nações. Rio de Janeiro: FGV, 1981. SILVA, Denise Ferreira da. Unpayable
Debt. Cambridge: MIT Press, 2022."
Pesquisa,Oral,1750,CONTATO−01: AS POSSIBILIDADES DIDÁTICAS DE UM INSTRUMENTO MUSICAL,,"LENINE VASCONCELLOS DE OLIVEIRA,ANGELICA FONSECA DA SILVA DIAS","O Grupo de Pesquisa Partitura Encenada (GruPPEn), investiga os desdobramentos artísticos e educacionais da construção de um instrumento
musical que se toca com movimentos de dança e pesquisa corporal. O GruPPEn é composto por uma equipe interdisciplinar que abrange estudantes de
Engenharias, Música, Dança, Comunicação, dentre outros. As possibilidades de composição musical e pesquisa corporal são bem empolgantes com o
nosso instrumento musical batizado “Contato−01” (Navarro et al, 2022), pois admite a possibilidade de qualquer pessoa acoplá−lo ao corpo e
experimentar os sons emitidos de quaisquer movimentos desejados. Os sons são programados previamente à escolha do performer. Dessa forma, cria−se
um universo de possibilidades, inclusive didáticas para compreensão de intervalos musicais e outros conceitos através do movimento corporal (Oliveira,
2014). No projeto, está sendo realizado um trabalho de educação musical no formato de “pílulas de conhecimento”, sendo basicamente, micro aulas em
vídeo, adaptadas para as bailarinas e integrantes de outras áreas absorverem a teoria musical necessária para a pesquisa corporal com o Contato−01.
Previamente, de acordo com a demanda, são feitas composições em partituras musicais adaptadas para a linguagem do instrumento, ao passo que, nos
encontros presenciais, as bailarinas são orientadas, de forma detalhada, sobre a execução do que está escrito no código musical da partitura numa troca
entre músico−compositor e Bailarina−Musicista. O projeto busca investigar as possibilidades artísticas e educacionais do Contato−01, agregando não só
o público acadêmico, mas também o escolar, extravasando o uso em aulas de música integradas com outras disciplinas como física e matemática, por
exemplo. Alguns resultados são notórios como o aprimoramento tecnológico do Contato−01, a avançada pesquisa corporal por parte das bailarinas, a
conquista de prêmios de reconhecimento internacional (em 2024 Prêmio Innovators Under 35, pela MIT Technology Review Brasil), apoio financeiro de
editais importantes no universo acadêmico e apresentações com experimentações em escolas públicas do Rio de Janeiro. Para este ano, é bem quisto
ainda o aprimoramento eletrônico do instrumento Contato−01, o amadurecimento da inserção do instrumento musical na escola pública/privada, a
composição de mais partituras em novos caminhos musicais com gêneros brasileiros.","NAVARRO et al. Desenvolvimento de sistema de conversão de movimentos de dança em som e seus respectivos desdobramentos na
composição musical e coreográfica. In: Anais do XII Congresso Iberoamericano de Acústica, Florianópolis: XII Congresso Iberoamericano de Acústica, 2022.
OLIVEIRA, Lenine Vasconcellos de. Quando ouvir é ver: reflexões sobre o músico em cena. (Tese de doutorado). Rio de Janeiro: Universidade Federal do
Estado do Rio de Janeiro, 2014."
Extensão,Oral,1753,Combatendo o preconceito linguístico por meio das redes sociais – a série “Pergunte a um@ linguista”,,"ANA PAULA QUADROS GOMES,BEATRIZ PROTTI CHRISTINO,CAROLINA RIBEIRO SERRA","A fim de aproximar o público geral à produção acadêmica, uma das equipes voltadas à produção de conteúdo digital do Projeto de Extensão
“Ações de Combate ao Preconceito Linguístico” (UFRJ), no segundo semestre de 2024, preparou uma série de vídeos para o Instagram, denominada
“Pergunte a um@ linguista”. Idealizada pela professora orientadora Carolina Serra em parceria com a autora do trabalho, monitora−bolsista PROFAEX
pelo Projeto, a série visa popularizar saberes da linguística através de vídeos em que extensionistas apresentam dúvidas sobre a variação linguística no
território brasileiro, o tratamento dado a falares de menor prestígio social e a valorização das línguas indígenas – como presente em Falchi (2018) – e
estudiosos da área da Linguística respondem às questões. Todas as perguntas envolviam, também, a conscientização a respeito do combate ao
preconceito linguístico, na direção do que se lê em Laperuta−Martins (2014), e às demais discriminações que atravessam tal intolerância. A ação foi
organizada nas seguintes atividades de protagonismo dos extensionistas: (i) elaboração de perguntas – provenientes dos participantes e de seus
familiares –, e sugestão de respondentes; (ii) seleção das questões a serem produzidas em vídeo e dos convidados, buscando por temas diversos e pela
variedade na origem regional dos estudiosos; (iii) gravação dos vídeos de perguntas e envio dos convites via e−mail; (iv) recebimento dos vídeos de
resposta; e (v) edição do material. Para o processo de edição, que contou com: (i) a transcrição dos vídeos para escrita da legenda, prezando pela
acessibilidade; (ii) a união entre o vídeo de pergunta e o vídeo recebido como resposta; e (iii) a montagem de uma imagem para capa do vídeo na
publicação no Instagram, a monitora−bolsista dividiu os extensionistas em sub−equipes, de forma que a produção dos materiais pudesse ser simultânea.
A professora orientadora e a bolsista PROFAEX foram responsáveis por questões documentais e organizacionais, como a apresentação da proposta da
série para os extensionistas, o armazenamento dos materiais e a elaboração de um modelo de convite para envio aos convidados. A publicação dos
vídeos no Instagram do Projeto foi responsabilidade da monitora. Dois vídeos da série “Pergunte a um@ linguista” foram divulgados até o fim do período
acadêmico de 2024.2 – um sobre a legitimidade da hierarquia social dos dialetos, respondido pela professora Maridelma Laperuta, da Universidade
Estadual do Oeste do Paraná (UNIOESTE), e outro sobre a promoção das línguas indígenas de forma igualitária, com participação da professora Flávia
Leonel Falchi, da Universidade Estadual de Goiás (UEG). Conforme o Instagram Insights, os vídeos totalizaram mais de três mil visualizações e
alcançaram cerca de duas mil contas no Instagram até abril de 2025, alcançando o objetivo principal da equipe – e da Extensão como um todo –: reforçar
a união e interação com aqueles que estão além dos muros da Academia.","FALCHI, Flávia Leonel. Revisão fonêmica do Katukina Páno. Via Litterae (ISSN 2176−6800): Revista de Linguística e Teoria Literária, [S. l.],
v. 10, n. 1, p. 120−145, 2018. Disponível em: www.revista.ueg.br/index.php/vialitterae/article/view/8292. Acesso em 23 jun. 2025. LAPERUTA−MARTINS,
Maridelma. Preconceito linguístico e sua conscientização: o papel da escola. Revista Textura, Canoas, v.16, n.31, p. 115−124, maio/ago. 2014. Disponível
em: http://posgrad.ulbra.br/periodicos/index.php/txra/article/view/1206. Acesso em 24 abr. 2025."
Pesquisa,Oral,1756,ORDEM E PESO FONOLÓGICO: EVIDÊNCIAS EXPERIMENTAIS DO FRASEAMENTO PROSÓDICO DE CONSTRUÇÕES CONFORMATIVAS,,CAROLINA RIBEIRO SERRA,"Esta pesquisa tem por objetivo descrever o fraseamento prosódico de construções conformativas no português brasileiro (variedade do Rio de
Janeiro), considerando a ordem entre a oração subordinada e a oração principal (OP+OS ou OS+OP), bem como o peso fonológico da oração subordinada,
medido em número de sílabas (9 e 15 sílabas), como exemplificado nas sentenças “O jogo começa conforme a mesa libera os dados” (OP+OS curta) e “O
jogo começa conforme os jogadores reorganizam o desafio” (OP+OS longa). O trabalho parte da hipótese de que a posição sintática e o tamanho dos
constituintes influenciam a presença e a robustez de fronteiras prosódicas entre as orações. Para investigá−la, foi elaborado um corpus com 24 frases
controladas, lidas três vezes em dias distintos, além de 64 frases distratoras, apresentadas de forma randomizada. A coleta de dados foi realizada por
meio de gravações de áudio com oito jovens universitárias (totalizando 576 dados), naturais do Rio de Janeiro, no Laboratório de Fonética da Faculdade
de Letras da UFRJ, com participação direta das duas autoras tanto na realização das gravações quanto na condução das análises. A análise
fundamenta−se no modelo teórico da Fonologia Prosódica (Nespor; Vogel, 2007), adota os pressupostos da Fonética Acústica Experimental (Barbosa;
Madureira, 2015) e utiliza o software Praat (Boersma; Weenink, 2007), para a anotação das fronteiras bem como para a verificação e mensuração da
ocorrência de pausas silenciosas. Os resultados não indicam alterações importantes na média de duração da pausa, mas indicam que a alteração da
ordem da OS em relação à OP e o peso da OS provocam diferenças relevantes na produção de fronteiras de sintagma entoacional (IP). Quando a OS se
encontra in situ e é mais curta (9 sílabas), observa−se a realização de uma fronteira prosódica em 33,3&percnt; dos dados; na condição longa (15
sílabas), em 47,5&percnt;. Quando a OS precede a oração principal (OP), observa−se ruptura melódica em 68,5&percnt; dos casos na condição curta e
em 81,1&percnt;, na longa. Ainda assim, a maioria das sentenças apresentou algum tipo de ruptura, seja na forma de uma fronteira de IP, com ou sem
pausa, ou de uma fronteira intermediária. Diferenças entre as falantes também foram observadas.","BARBOSA, P.; MADUREIRA, S. 2015. Manual de Fonética Acústica Experimental. Aplicacações a Dados do Português. São Paulo: Cortez.
BOERSMA, P.; WEENINK, D. 2007. Praat: doing phonetics by computer [programa computacional]. Version 6.0.09. NESPOR, M.; I. VOGEL. 2007. Prosodic
phonology. Berlin: Mouton De Gruyter. Originally published in 1986 (Dordrecht: Foris)."
Pesquisa,Oral,1759,UMA ÓTICA SÓCIO−ARTÍSTICA SOBRE O MODERNISMO NA HISTORIOGRAFIA DA ARTE NO BRASIL,,IVAIR REINALDIM,"O presente projeto está inserido na pesquisa Historiografia da arte no Brasil: textos fundamentais, narrativas para outra prática futura ,
orientada pelo professor Ivair Reinaldim, que se propõe a sistematizar e catalogar textos fundamentais para o estudo da Historiografia da arte brasileira.
A partir disso, anteriormente ao meu ingresso, foi construído um banco de dados virtual, constituído por textos a serem analisados e que possam vir a ser
selecionados para a produção de uma Antologia inédita no país, auxiliando o estudo da história da arte no Brasil. Em se tratando da metodologia aplicada
à pesquisa, é necessário realizar o mapeamento, sistematização e organização de material diverso, presente em revistas, livros, jornais ou catálogos de
exposições, assim como o preenchimento de uma tabela, com as informações necessárias para a catalogação e o entendimento de cada texto analisado.
Durante meu debruçamento no estudo e compreensão do movimento modernista, pude notar a setorização de recortes abordados pelos autores acerca
da arte moderna, oscilando ora para o desenvolvimento de abordagens que destacam a ótica artística e plástica, como as experimentações de cores e
técnicas, ora para aquelas voltadas para o aspecto social da arte e suas interseções no período moderno. O foco do recorte que busco desenvolver recai
sobre a investigação do contexto “sócio−artístico”, incorporado como uma relação artística e social que se influenciam mutuamente, de forma que não é
possível abordar a arte sem introduzir o meio social em que o movimento modernista floresceu, sobretudo se relacionado às tendências disruptivas
crescentes no eixo Rio de Janeiro−São Paulo, entre os anos 1920−1930, e nem o contrário. Desse modo, considerando o contexto social, busco
compreender e localizar a raiz de um problema apontado por Rafael Cardoso em Modernidade em preto e branco (2022): Por que a historiografia do
modernismo evitou tocar na temática popular, favela e Carnaval?, de modo que as obras de José Carlos Durand (1989) e Sérgio Miceli (2003) irão
embasar a conjuntura social em que o modernismo se desenvolveu. O objetivo deste projeto é, desse modo, entender a sociedade carioca/paulista no
período pós−escravidão e traçar evidências de apagamento da cultura popular emergente no período datado.","CARDOSO, Rafael. Modernidade em preto e branco: arte e imagem, raça e identidade no Brasil, 1890−1945. São Paulo: Companhia das
Letras, 2022. DURAND, José Carlos Garcia. Arte, privilégio e distinção. São Paulo: Perspectiva, 2009. MICELI, Sergio. Nacional Estrangeiro: história social e
cultura do modernismo artístico em São Paulo. São Paulo: Companhia das Letras, 2003."
