area,modalidade,artigo,titulo,autores,orientadores,resumo,bibliografia
Pesquisa,Oral,2871,Desafios na aprendizagem de Lei de Gauss,,DANIELA SZILARD LE COCQ D OLIVEIRA,"A Lei de Gauss é uma das equações de Maxwell e é discutida tanto em disciplinas de introdução ao eletromagnetismo quanto em disciplinas
mais avançadas de graduação e pós−graduação de cursos de ciências exatas. A compreensão mais aprofundada da lei de Gauss requer do estudante o
entendimento de conceitos como campo elétrico, princípio da superposição, fluxo de um campo vetorial e simetrias. Muitas vezes, o aluno é levado à
impressão de que essa lei se trata apenas de um método mais conveniente de calcular o campo eletrostático, evitando a solução de integrais complexas
quando encontramos situações com simetria adequada [1]. Sabe−se que existe uma lacuna real entre o conteúdo que o professor apresenta em sala de
aula e o que o aluno aprende. Dessa forma, motivado pela necessidade de analisar o processo de aprendizagem e o entendimento das dificuldades
associadas à lei de Gauss, o objetivo deste trabalho é analisar e estudar o quê os alunos de diferentes níveis de graduação e pós−graduação na UFRJ de
fato aprendem sobre este tema. Para isso, os dados da pesquisa foram coletados ao ministrar, a diversas turmas de disciplinas de eletromagnetismo, um
teste conceitual [2] de múltipla escolha, desenvolvido e aplicado no Departamento de Física e Astronomia da Universidade de Pittsburgh, que aborda
conceitos de simetria, fluxo e campo elétrico, a Lei de Coulomb e a Lei de Gauss. O teste, enquanto avaliação objetiva, permite identificar padrões de
resposta e de dificuldade de compreensão por parte dos estudantes. Os resultados obtidos na fase inicial da coleta de dados serão apresentados. Esses
dados foram utilizados para o processo de validação da tradução, adaptação do teste e do processo avaliativo para a língua portuguesa e a realidade de
uma universidade brasileira[3]. Dessa forma, as respostas dos testes foram processadas e analisadas com o objetivo de compreender e identificar
desafios no processo de ensino e aprendizado da Lei de Gauss. Esses resultados podem fornecer indicações e sugestões para formular um material
didático desenvolvido com base em evidências sobre o tema.","[1] ARAUJO, Ives; VEIT, Eliane; MOREIRA, Marco. Simulações computacionais na aprendizagem, da Lei de Gauss para a eletricidade e da Lei
de Ampère em nível de Física Geral. Revista Electrónica de Enseñanza de las Ciencias, v. 6, n. 3, 601−629 (2007). [2] SINGH, Chandralekha. Student
understanding of symmetry and Gauss’s law of electricity. American Journal of Physics, v. 74, n. 10, p. 923−936, outubro 2006 [3] Borsa, J. C., Damásio, B.
F., & Bandeira, D. R. (2012). Adaptação e validação de instrumentos psicológicos entre culturas: Algumas considerações. Paidéia (Ribeirão Preto), 22(53),
423−432."
Extensão,Pôster,2901,CIÊNCIA QUADRO A QUADRO: CONSTRUÇÃO DE PENSAMENTO CRÍTICO POR MEIO DE ANÁLISES FÍLMICAS A PARTIR DO TEMA,,MAIRA MONTEIRO FRÓES,"O projeto “HCTE em Redes Inter/Transdisciplinares na COVID−19”, configurou−se como uma iniciativa entre docentes do Programa de
Pós−Graduação em História das Ciências e das Técnicas e Epistemologia (PPGHCTE/UFRJ), do Instituto de Química (IQ/UFRJ), e colaboradores associados
ao Grupo Interinstitucional de Ensino, Pesquisa e Extensão em Ciências (GIMEnPEC) e Grupo Interdisciplinar de Educação Eletroquímica, Saúde, Ambiente
e Artes (GIEESAA), viabilizando um sistema de troca e multiplicação de saberes (Martins et al ., 2024 ) de caráter inter/transdisciplinar, ancorado no tripé
Ensino−Pesquisa−Extensão . Nesse contexto, essas ações contribuem não apenas para o desenvolvimento acadêmico, mas também para a construção de
uma rede de conhecimentos que ultrapassa os limites da universidade, beneficiando a comunidade em geral. O presente trabalho tem como objetivo
apresentar um relato de experiência sobre a proposta da disciplina ""Ciências Quadro a Quadro I"", ofertada pelo PPGHCTE/UFRJ, no período de 2025/1, bem
como a atuação da bolsista como monitora. A metodologia adotada na disciplina é pautada na tríade D~D~A (docente−discente−aprendente), na qual o
indivíduo desenvolve as três funções (Padilha et al. , 2021). A escolha do tema gerador “Mulheres” foi realizada a partir de um debate coletivo (entre os
participantes da disciplina) com base em uma listagem prévia, ao qual incluía 43 produções fílmicas centradas no universo feminino. A cada semana, os
participantes realizavam leituras críticas mediante produção de resenhas em formato de carta, referentes à produção escolhida e o tema gerador. Após a
leitura de cada carta promovia−se um debate, com a exposição dos diferentes pontos de vista, suleados por referenciais filosóficos, como o conceito de
devir−mulher , trabalhado por Gilles Deleuze e Félix Guattari (1995) na obra Mil platôs: capitalismo e esquizofrenia . A bolsista acompanhou e colaborou
com a mediação dos debates, os quais se apresentaram como ponto de partida das reflexões críticas vivenciadas por ela própria, pautando−se em um
devir mulher cientista. A disciplina em questão criou um ambiente de fala e escuta, promotor da troca de experiências e saberes entre os sujeitos de
diferentes áreas, evidenciando seu caráter inter/transdisciplinar. Em suma, a experiência de monitoria na disciplina corroborou de forma significativa
para a formação cidadã da bolsista, uma vez que estimulou a capacidade de análise de informações e do pensamento crítico, a partir dos enlaces entre a
tríade D~D~A e a multiplicação dos saberes. O diálogo entre os aprendentes, inclusive acerca de temas considerados tabus , por vezes silenciados no
contexto sócio−cultural comumente de característica patriarcal, evidencia a disciplina ""Ciência Quadro a Quadro I” como um local de escuta ativa,
reflexão crítica e construção coletiva do conhecimento.","DELEUZE, G.; GUATTARI, F. Mil platôs: capitalismo e esquizofrenia. v. 2. 1. ed. São Paulo: Editora 34, 1995. MARTINS, L. G. F. et al.
Extensão universitária na promoção do pertencimento: Relato de caso de uma ação do projeto ‘HCTE em Redes’. In: V Congresso Brasileiro Interdisciplinar
em Ciência e Tecnologia. [S. l.], 2024. PADILHA, T. et al. Diálogos Discente~Docente~Aprendente sobre o combate e a prevenção à Covid−19. Revista
Scientiarum Historia, v. 1, p. 9, 28 set. 2021."
Pesquisa,Pôster,2915,INVESTIGAÇÃO ESTRUTURAL E COMPUTACIONAL DA INTERAÇÃO ENTRE A HEMOPRESSINA E O RECEPTOR CANABINOIDE TIPO 1,,RODRIGO DA SILVA BITZER,"Hemopressinas são peptídeos derivados da cadeia α da hemoglobina, identificados como ligantes endógenos do receptor canabinoide tipo 1
(CB1), um receptor acoplado à proteína G amplamente expresso no sistema nervoso central ¹ . Esses peptídeos têm sido associados à modulação da dor,
apetite, memória e ansiedade, evidenciando seu papel na neuromodulação e seu potencial terapêutico ² . Este estudo teve como objetivo avaliar
computacionalmente a interação entre o receptor CB1 e três variantes de hemopressinas : hp α (agonista inverso), vd−hp α (agonista parcial) e rvd−hp α
(modulador alostérico negativo)² . Inicialmente, foram gerados modelos do complexo CB1−hpα utilizando o AlphaFoldServer , ferramenta de predição
estrutural por inteligência artificial baseada em sequências de aminoácidos. As análises estruturais foram realizadas com o ChimeraX , permitindo
observações iniciais sobre a interação peptídeo−receptor. Além disso, foi feito um modelo isolado do receptor CB1 , sendo comparado com a estrutura
cristalográfica obtida por difração de raios−X (PDB: análises. Esse último modelo predito foi então submetido a docking molecular tradicional pelo servidor
DockThor , utilizando como ligantes as três variações de hemopressinas , cujas estruturas foram modeladas no programa Avogadro. Além da análise
qualitativa da natureza dos complexos formados, foram avaliados os Binding Scores (pontuações de afinidade) de cada peptídeo com o receptor. As
análises indicaram que hp α e vd−hp α interagiram com o sítio ortostérico do CB1, enquanto rvd−hp α se ligou a uma região distinta, condizente com um
sítio alostérico . Os resultados sugerem que modificações na sequência peptídica impactam diretamente no tipo e intensidade da interação com o
receptor, influenciando sua função biológica. O estudo fornece uma base estrutural inicial para compreender os diferentes mecanismos de ação das
hemopressinas sobre o CB1. Como próxima etapa, pretende−se realizar simulações de dinâmica molecular para avaliar a estabilidade e o comportamento
dos complexos em ambiente simulando condições fisiológicas.","[1] RIQUELME−SANDOVAL, Agustin et al. New insights into peptide cannabinoids: structure, biosynthesis and signaling. Frontiers in
Pharmacology, v. 11, p. 596572, 2020. [2] MARTINS, Joana S. et al. Hemopressin as a breakthrough for the cannabinoid field. Pharmacological Research, v.
112, p. 29–37, 2016."
Pesquisa,Oral,2931,TEOREMA DE NOETHER E TEORIA DE GRUPOS,,HENRIQUE BOSCHI FILHO,"Neste trabalho de IniciacÌ§aÌo CientiÌfica, discutimos o papel do famoso Teorema, proposto e demonstrado, por Emmy Noether em 1918, que
pode ser enunciado de forma simples como: ""a toda simetria corresponde uma quantidade conservada."" Esse estudo foi realizado a partir do formalismo
Lagrangeano da MecaÌnica ClaÌssica e nos leva, por exemplo, aÌ conservacÌ§aÌo da energia, do momento linear e momento angular. Incialmente,
vamos apresentar uma demonstracÌ§aÌo deste teorema partindo do formalismo Lagrangeano, das equacÌ§oÌes de Euler−Lagrange e do PrinciÌpio de
Hamilton de miÌnima acÌ§aÌo. Em seguida, vamos mostrar como translacÌ§oÌes temporais estaÌo relacionadas com a conservacÌ§aÌo da energia, como
as translacÌ§oÌes espaciais implicam na conservacÌ§aÌo do momento linear e que a invariaÌncia por rotacÌ§aÌo de um dado sistema leva aÌ
conservacÌ§aÌo de seu momento angular. Em particular, esse uÌltimo exemplo nos ajuda a ver a conexaÌo entre simetrias e grupos de Lie, uma vez que
as rotacÌ§oÌes em treÌs dimensoÌes saÌo descritas pelo grupo ortogonal especial SO(3). Essa ligacÌ§aÌo entre simetria e grupos de Lie pode ser
estendida, por exemplo, para a teoria de campos, como no caso dos campos naÌo−Abelianos com simetria SU(N), de suma importaÌncia no Modelo
PadraÌo das PartiÌculas Elementares.","[1] Nivaldo A. Lemos − Mecânica Analıt́ica (2007, Livraria da Fıśica); [2] Neuenschwander, Dwight E., Emmy Noether’s Wonderful Theorem,
Johns Hopkins U. P. (2011); [3] Wu−Ki Tung − Group theory in physics (1985, World Scientific)."
Ensino-Pesquisa-Extensão,Oral,2937,CRIANDO ALERTA SEM GERAR MEDO: UMA ANÁLISE DOCUMENTAL EXPLORATÓRIA SOBRE COMO COMUNICAR EVENTOS CLIMÁTICOS,,"ANDREZA PEREIRA RODRIGUES,RENATA LIBONATI DOS SANTOS","Introdução: Os fenômenos relacionados às mudanças climáticas, como as ondas de calor, podem causar grandes impactos na saúde humana.
É de suma importância considerar as peculiaridades de cada usuário e a maneira de alertá−lo sobre a necessidade de ter atenção à sua saúde nesses
períodos de forma a não causar medo ou angústia, sentimentos que podem agravar os sintomas da ansiedade ou até mesmo, da chamada “ansiedade
climática” como estresse, medo e culpa. Objetivo: Discutir meios de aplicar a comunicação esclarecedora e não alarmista nos serviços de saúde no
contexto das ondas de calor. Método: Foi realizada uma análise documental exploratória de materiais de instituições como Ministério da Saúde, Columbia
University, American Psychological Association (APA) e ecoAmerica. Além disso, foram analisados artigos sobre ansiedade climática e comunicação sobre
eventos climáticos no contexto da saúde. Resultados: A análise prévia dos documentos revelou 4 (quatro) estratégias principais para a comunicação
climática por profissionais de saúde: escuta ativa e acolhimento das experiências individuais dos usuários ao levar em consideração as particularidades
de cada cliente como emprego, renda e rotina; comunicação objetiva sobre os riscos e impactos das mudanças climáticas na saúde humana;
apresentação de ações simples e efetivas para a manutenção da saúde durante períodos de ondas de calor; e validação emocional com encaminhamento
para tratamento psicológico quando necessário. Conclusão parcial: A análise conclui que a comunicação com os usuários de serviços de saúde no
contexto de crise climática requer preparo técnico, empatia e acolhimento. Estratégias de comunicação focadas na objetividade, acolhimento e ação são
mais capazes de engajar as pessoas no autocuidado, além de promover confiança e bem−estar, o que fortalece o papel da Atenção Primária na Rede de
Atenção à Saúde.","[1] Acolhimento nas práticas de produção de saúde / Ministério da Saúde, Secretaria de Atenção à Saúde, Núcleo Técnico da Política
Nacional de Humanização. – 2. ed. 5. reimp. – Brasília: Editora do Ministério da Saúde, 2010. [2] Shome, D.; Marx, S. The Psychology of Climate Change
Communication A Guide for Scientists, Journalists, Educators, Political Aides, and the Interested Publ. [s.l: s.n.]. [3] Clayton, S., Manning, C. M., Krygsman,
K., & Speiser, M. (2017). Mental Health and Our Changing Climate: Impacts, Implications, and Guidance. Washington, D.C.: American Psychological
Association, and ecoAmerica. ‌ ‌"
Extensão,Oral,2941,Divulgação científica em Química: o potencial das redes sociais como ferramenta de comunicação.,,"FERNANDA ARRUDA NOGUEIRA GOMES DA SILVA,ANNELISE CASELLATO,VIVIANE GOMES TEIXEIRA","As redes sociais revolucionaram a forma como os cientistas podem interagir com públicos diversos. Em especial, a plataforma digital
Instagram® tem se mostrado uma ferramenta poderosa para a divulgação científica, oferecendo novas possibilidades para compartilhar conhecimentos
que antes permaneciam restritos a ambientes acadêmicos 1 . O perfil ""Meninas na Química"" surge nesse contexto como uma estratégia de popularização
da ciência, com o objetivo principal de alcançar, inspirar e informar meninas do ensino médio da rede pública que desejam ingressar no ensino superior,
na área de Ciências Exatas e da Natureza e em Engenharias. A proposta do projeto consiste em oferecer conteúdos que conectem a ciência, em especial
a Química, a temas sociais, históricos e cotidianos, utilizando uma linguagem acessível, atrativa e representativa 1 . No ano de 2025, foram realizadas
mudanças significativas na identidade visual do perfil com a substituição da paleta majoritariamente rosa por cores mais vibrantes. Essa reformulação foi
estrategicamente idealizada para desconstruir estereótipos de gênero historicamente associado à representação feminina, promovendo uma estética
alinhada à diversidade e multiplicidade de identidades femininas. A nova proposta também reflete as transformações socioculturais contemporâneas e
reforça princípios de equidade de gênero na comunicação científica 2 .As postagens são elaboradas com o intuito de fortalecer a identificação do público
com o conteúdo científico, promovendo maior engajamento por meio de matérias científicas selecionadas, das artes dos posts , textos informativos,
vídeos explicativos ( reels ), entrevistas com mulheres cientistas e a divulgação da nossa revista digital e de seu podcast . Na equipe de execução do
projeto é feita a elaboração dos conteúdos textuais, no planejamento de postagens, na edição de vídeos e na curadoria de temas relevantes para os
interesses do nosso público. A divisão de tarefas entre os integrantes da equipe ocorre de forma colaborativa com organização da rotina de produção.
Busca−se ampliar o alcance do nosso perfil, promovendo uma formação mais crítica, reflexiva e engajada tanto para estudantes quanto para futuros
professores e profissionais da área de Química e demais Ciências Exatas e de Engenharia. As redes sociais, quando bem utilizadas, podem ser uma
importante ferramenta de transformação social e educacional, aproximando o conhecimento científico de grupos afastados desse universo 3 . O projeto
""Meninas na Química"" segue como um espaço de acolhimento, troca, emancipação e autonomia para meninas que sonham em ocupar seu espaço na
ciência.","1ROEDEMA, Tessa; BROERSE, Jacqueline; KUPPER, Frank. “Who is going to believe me, if I say ‘I’m a researcher’?” — Scientists’ role
repertoires in online public engagement. JCOM − Journal of Science 2AGNEZ, Luciane Fassarella. Os desafios da divulgação científica nas redes sociais:
uma análise de instituições de pesquisa e de influenciadores no Tik Tok. In: INTERCOM – Sociedade Brasileira de Estudos Interdisciplinares da
Comunicação. 24º Congresso de Ciências da Comunicação na Região Centro−Oeste, Goiânia/GO 3ARAÚJO, João Paulo Alves de; FRANCISCO JUNIOR, Wilmo
Ernesto. Participação em atividades de divulgação científica e inter−relações com a formação docente em Química."
Pesquisa,Pôster Virtual,2965,ESTRATÉGIAS PARA A SÍNTESE TOTAL DA WEDELOLACTONA: UM PRODUTO NATURAL DE GRANDES POTENCIAIS FARMACOLÓGICOS,,CLAUDIO CERQUEIRA LOPES,"A Wedelolactona (WDL) é um composto natural pertencente à classe dos cumestanos, produtos oxidativos dos pterocarpanos, que são
estruturas semelhantes às cumarinas(1) . A estrutura química deste cumestano é caracterizada pela presença de um sistema heterocíclico de quatro
anéis, compreendendo uma porção cumarina e uma porção benzofurano(2) . Apresenta fórmula molecular C 16 H 10 O 7 e possui substituintes hidroxila
nas posições C3, C8 e C9. Esta substância química está presente em diversas espécies vegetais da família Asteraceae , principalmente da Eclipta
prostrata e da Eclipta alba (1) . Relatos da literatura apontam que a WDL possui diversas atividades biológicas, dentre elas ações anticancerígenas,
hepatoprotetoras, anti−inflamatórias, antiobesidade e antioxidantes(3) . Além disso, o composto demonstra−se um eficaz antiofídico(2) . Tais
propriedades despertam um elevado interesse pela compreensão química e farmacológica deste produto, bem como pela obtenção de uma rota sintética
eficaz e simplificada. Inúmeras tentativas de síntese da WDL foram realizadas(1) . No entanto, grande parte destas rotas sintéticas apresenta uma
quantidade significativa de etapas, o que se torna uma problemática, uma vez que há gastos financeiros excessivos. Portanto, este trabalho tem como
objetivo a investigação de novas abordagens e estratégias para a síntese total da wedelolactona em uma menor quantidade de etapas. Este projeto tem
ênfase no processo inicial desta síntese, que já está bem descrito e apresenta bons rendimentos experimentais. Esta primeira etapa consiste na
produção de um núcleo cumarínico partindo do ácido 3,4 − (metilenodioxi)fenilacético. O processo de síntese é dividido em duas partes: Inicialmente,
realiza−se a reação entre o ácido e o carbonildiimidazol (CDI). O consumo do produto de partida é acompanhado por meio de cromatografia em camada
delgada, utilizando−se o próprio ácido como padrão. De maneira concomitante, é realizada outra reação, utilizando−se como reagentes o 4,6 −
dimetoxisalicilaldeído e 1,8 − Diazabiciclo [5,4,0] undec−7−eno (DBU). Ambas as reações ocorrem em temperatura ambiente e em diclorometano. Após o
consumo total do ácido, o produto da primeira reação é adicionado, gota a gota, na segunda reação. Por fim, mantém−se o processo sintético durante 24
horas e, após este tempo, adiciona−se ácido clorídrico 10&percnt; para que ocorra a precipitação da cumarina. A confirmação de que o produto obtido é
o esperado foi realizada por meio de ressonância magnética nuclear (RMN) de 13 C e 1 H. Diante do potencial farmacológico promissor da
wedelolactona e da complexidade envolvida em sua síntese total, é evidente a importância do desenvolvimento de novas estratégias que visem à
otimização e redução de custos de sua obtenção. Assim, esta etapa inicial se consolida como uma base sólida para o início de uma rota sintética
simplificada, abrindo caminhos para abordagens futuras.","1. Ha NM, Hop NQ, Son NT. Wedelolactone: A molecule of interests. Fitoterapia. 2023 Jan. doi: 10.1016/j.fitote.2022.105355. Epub 2022
Nov 21. 2. TU, Y. et al. Naturally occurring coumestans from plants, their biological activities and therapeutic effects on human diseases. Pharmacological
Research, v. 169, p. 105615, jul. 2021. doi:10.1016/j.phrs.2021.105615 3. Universidade Federal do Rio de Janeiro – Centro Multidisciplinar UFRJ – Macaé.
Helen Mara Caetano Pinto. Avaliação do tratamento com wedelolactona em modelo de lesão renal aguda por intoxicação experimental com veneno de
Bothrops jararacussu. 2022. Disponível em: ."
Pesquisa,Pôster Virtual,2971,Síntese de intermediário estratégico para obtenção da wedelolactona,,CLAUDIO CERQUEIRA LOPES,"A Wedelolactona (WDL) é um metabólito secundário de plantas dos gêneros Wedelia e Eclipta , da família Asteraceae, pertencente à classe dos
cumestanos e estruturalmente relacionada às cumarinas. A WDL tem sido um alvo crescente de interesse farmacológico devido à sua ampla gama de
atividades biológicas, observadas em estudos in vitro. Entre os efeitos mais notáveis, destacam−se ações antitumoral, anti−inflamatória, antioxidante,
antidiabética, antiobesidade, antimicrobiana e propriedades protetoras a nível hepático, cardíaco, neurológico e em outros órgãos e tecidos do corpo. ¹
Esses atributos contribuíram para a sua relevância no campo do desenvolvimento de novos fármacos, candidatos ao tratamento de doenças e disfunções
multifatoriais, como cânceres, patologias neurodegenerativas, síndromes metabólicas e distúrbios antinflamatórios.¹ ,² No entanto, as abordagens
sintéticas ainda são limitadas, ¹ devido às dificuldades associadas às rotas descritas na literatura, que envolvem a presença de muitas etapas reacionais,
uso de reagentes caros, tóxicos e agressivos ambientalmente, terem baixa reprodutibilidade, além de rendimentos finais insatisfatórios, principalmente
quando considera−se a obtenção da WDL em larga escala para estudos posteriores. Portanto, o objetivo deste trabalho se destaca pela produção de uma
cumarina bromada, segundo intermediário de uma nova abordagem sintética para a produção da WDL, visando a simplificação do processo, facilitando a
reprodução, diminuindo custos pela escolha de reagentes e redução de etapas, além de uma melhora no rendimento e na pureza em todo o processo. Na
rota proposta, a cumarina foi sintetizada na primeira etapa. Na etapa seguinte, a cumarina é submetida a uma reação de bromação com bromo molecular
em clorofórmio à temperatura de −10°C. O controle reacional ocorreu por cromatografia em camada delgada (CCD) e a caracterização estrutural por
ressonância magnética nuclear (RMN) ¹ H e ¹³ C. O produto de interesse foi obtido com uma alta pureza, passando por filtração mas sem a necessidade de
purificação adicional. Desse modo, a síntese da cumarina bromada, enquanto intermediário estratégico, viabilizou o prosseguimento da nova rota
sintética proposta para a WDL, cuja próxima etapa já se encontra em desenvolvimento.","1. NGUYEN, Ha M.; NGUYEN, Quang H.; NINH, The S. Wedelolactone: A molecule of interests. Fitoterapia, v. 164, 21 nov. 2022. Disponível
em: https://www.sciencedirect.com/science/article/abs/pii/S0367326X22002337?via%3Dihub. Acesso em: 21 abr. 2025. 2. VINYAGAM, Ramachandran et
al. Biological and Functional Properties of Wedelolactone in Human Chronic Diseases. Phyton−International Journal of Experimental Botany, v. 90, n. 1, 20
nov. 2020. Disponível em: https://www.techscience.com/phyton/v90n1/40606. Acesso em: 24 abr. 2025."
Pesquisa,Oral,2972,MAPEAMENTO DAS PRINCIPAIS MACROÁREAS DE ATUAÇÃO PROFISSONAL EM COMPUTAÇÃO: APOIO AO PLANEJAMENTO DE,,ELDANAE NOGUEIRA TEIXEIRA,"A transição para a universidade é um momento transformador para muitos estudantes de Ciência da Computação [1], que frequentemente se
sentem desafiados quanto à escolha de carreira e ao planejamento acadêmico, pontos fundamentais e que deveriam ser pensados desde o começo do
curso. Analisando o recorte específico de estudantes do primeiro período, o planejamento acadêmico e profissional por muitas vezes não é devidamente
desenvolvido, o que pode desencadear prejuízos futuros. Diversos fatores contribuem de forma significativa a dificultar tal planejamento, como: o alto
número de opções de áreas de atuação, a diversidade de assuntos e interesses em campos diversos e complementares da Computação [2], falta de um
entendimento maior sobre a importância desses tópicos e de como explorá−los, e a escassez de materiais organizados de forma atrativa e acessível.
Dessa maneira, este trabalho tem como objetivo maior apoiar os alunos nesta fase inicial de planejamento, primeiramente através da organização de um
material que retrate parte desse universo de opções de carreiras. Para isso, uma investigação da literatura será conduzida, através de um mapeamento
sistemático, por trabalhos que envolvam a caracterização das principais carreiras em Computação, as competências e habilidades para exercê−las e
como categorizá−las em macro perfis de atuação. O mapeamento será guiado através da definição de protocolo de pesquisa, com posterior etapa de
execução com identificação e coleta dos trabalhos, seleção e avaliação da qualidade, extração de dados, análise e sumarização de resultados, que serão
organizados de forma estruturada, com o objetivo de facilitar a identificação de padrões relacionados às carreiras em Computação. Serão estudadas
estratégias de visualização, buscando representações e formas de interação que priorizem a identificação, compreensão e utilidade prática dos dados
mapeados. O objetivo é promover a interpretação dos resultados e gerar apoio para reflexões sobre formação e atuação profissional em Computação.
Com os macro perfis de atuação categorizados e suas respectivas informações organizadas, busca−se auxiliar os alunos em seu processo de exploração
de possibilidades de carreiras em computação, onde eles possam alinhar seus perfis, interesses e características pessoais com algum macro perfil de
atuação, permitindo seu planejamento prévio e ajudando−os a traçar um plano acadêmico coerente e a melhor delinear sua identidade acadêmica e
profissional. De forma complementar, o trabalho visa aumentar a motivação dos alunos, sua percepção de pertencimento à comunidade de Computação,
com maior preparação e confiança para trilhar suas trajetórias acadêmicas e profissionais.","[1] Zarb, M., Alshaigy, B., Bouvier, D., Glassey, R., Hughes, J., Riedesel, C., Rößling, G., & Scharlau, B. (2018). An international investigation
into student concerns regarding transition into higher education computing. In Proceedings Companion of the 23rd Annual ACM Conference on Innovation
and Technology in Computer Science Education (pp. 107–129). ACM, https://doi.org/10.1145/3293881.3295780 [2] Vesisenaho, M., Puhakka, H., Silvonen,
J., Sutinen, E., Vanhalakka−Ruoho, M., Voutilainen, P., & Penttinen, L. (2009, October). Need for study and career counselling in computer science. In 39th
IEEE Frontiers in Education Conference (pp. 1−6). IEEE, doi:10.1109/FIE.2009.5350861."
Ensino-Pesquisa-Extensão,Oral,2980,"MUDANÇAS CLIMÁTICAS, ALTERAÇÕES FISIOLÓGICAS EM GESTANTES E EFEITOS NA SAÚDE PERINATAL: UMA ANÁLISE",,"ANDREZA PEREIRA RODRIGUES,RENATA LIBONATI DOS SANTOS,LINO AUGUSTO SANDER DE","Introdução: Os eventos extremos de calor estão cada vez mais frequentes e intensos, no contexto global das mudanças climáticas. Esses
fenômenos geram impactos na fisiologia humana, em especial em gestantes, que já estão em francas alterações hormonais – fisiológicas da gestação.
Essas alterações podem afetar a saúde perinatal e promover desfechos desfavoráveis para a gestação. Objetivo: No contexto do projeto Perí, está sendo
realizada análise documental exploratória para sistematizar as informações disponíveis sobre os impactos fisiológicos das mudanças climáticas, em
especial dos eventos extremos de calor, no organismo de gestantes, fetos e na saúde perinatal. Essa sistematização visa a produção de materiais
informativos voltados para profissionais da saúde e gestores. Metodologia: Trata−se de uma análise documental exploratória como etapa preliminar à
produção de materiais de divulgação científica. O método compreendeu a análise de sites, manuais e artigos científicos acerca dos eventos extremos de
calor e a relação com a saúde perinatal, buscando responder à seguinte questão: “Quais os efeitos das ondas de calor na fisiologia da gestação?”. Não
houve delimitação temporal ou geográfica para a seleção dos materiais de análise. Resultados: A análise preliminar identificou como os seguintes
desfechos desfavoráveis associados ao calor: pré−eclâmpsia, picos hipertensivos, baixo peso do nascituro e prematuridade ao nascer. No entanto, pouco
se sabe dos mecanismos fisiológicos envolvidos nesse processo e as pesquisas associadas a esse fenômeno ainda são primárias. Algumas hipóteses são
apontadas como causas diretas dos efeitos fisiológicos do calor no organismo de gestantes, nos documentos: a termorregulação prejudicada durante a
gestação, a redução do fluxo sanguíneo uterino devido à desidratação e o estímulo de contração uterina promovido pelos extremos de temperaturas.
Conclusão: O envolvimento direto do calor na saúde perinatal é um tema ainda pouco conhecido quanto aos seus efeitos em gestantes, fetos e bebês.
Com o conhecimento desses efeitos poderá se avançar em formas de intervenção e prevenção. A análise demonstra a relevância e necessidade de mais
pesquisas nesse tema.","SAÚDE, O. P.−A. DA. Mudança do clima para profissionais da saúde: Guia de bolso. 2021. Disponível em: FAN, W., & ZLATNIK, M. G. (2023).
Climate Change and Pregnancy: Risks, Mitigation, Adaptation, and Resilience. Obstetrical & Gynecological Survey. Disponível em: Samuels, L., et al.
(2022). Physiological mechanisms of the impact of heat during pregnancy and the clinical implications: review of the evidence from an expert group
meeting. International journal of biometeorology. Disponível em:"
